메인재료	부재료 1	부재료 2	부재료 3	조리방식	재료 수량	음식 수량	대사 ( 한국어 )	대사 ( 영어 )	다시 물어보기 1 ( 한국어 )	다시 물어보기 1 ( 영어 )	다시 물어보기 2 ( 한국어 )	다시 물어보기 2 ( 영어 )
밥	돈	없음	없음	없음	6	1	"저희 할머니는 밥을 좋아해요."	"My grandmother loves rice."	"저희 할아버지는 밥을 싫어하세요."	"My grandfather hates rice."	"돈을 영어로 하면?"	"How do you say money in English?"
밥	돈	없음	없음	없음	6	1	"제 밥을 특별하게 만들어줄 멋진 캐시가..."	"A cool cash that will make my meal special..."	"돈이 있다면 내 밥은 특별해!"	"If I have money, my food is special!"	"밥에 돈을 넣으면 특별해."	"It's special if you put money in rice."
밥	돈	없음	없음	없음	6	1	"종이 비슷한 밥 하나 주세요."	"I'd like a piece of paper-like rice."	"기억은 않나지만 종이 비슷한거 넣어줘."	"I don't remember, but please put something similar to paper."	"맞아, 돈을 넣은 덮밥 하나 만들어줘"	"Right, please make me a bowl of rice with money in it"
밥	돈	없음	없음	없음	6	1	"낱개로 여러 개 있는 돈은 항상 옳다!"	"Money that has multiple pieces as a single dog is always right!"	"낱개로 된 여러 알갱이면 다 좋아요. 음식도.재료도..."	"Any single grain is good. Food. Ingredients..."	"덮밥과 돈의 조화는 아름답죠."	"The combination of rice bowl and money is beautiful."
밥	보석	없음	없음	없음	6	1	"여기서 제일 비싼 덮밥 하나 주세요."	"I'd like the most expensive bowl of rice here."	"돈 보다 더 비싼것이 있다면 덮밥에 넣어줘."	"If there's anything more expensive than money, put it in a bowl."	"맞아, 보석을 넣은 덮밥 하나 만들어주세요."	"Yes, please make me a bowl of rice with jewels."
밥	보석	없음	없음	없음	6	1	"주얼리한 덮밥 주세요."	"Give me a bowl of rice with jewelry."	"귀금속 덮밥 주세요."	"Give me rice with precious metal."	"네, 보석 그리고 덮밥"	"Yes, jewelry and rice topped with toppings"
밥	보석	없음	없음	없음	6	1	"밥 위에 보석을 토핑으로 올리는 거 좀 이상한가요?"	"Is it a little strange to put jewelry on top of rice as a topping?"	"밥 위에 보석을 올려 먹으면 맛이 이상해요."	"It tastes weird when you eat jewelry on top of rice."	"이상하죠. 밥과 보석의 조합."	"It's strange. The combination of rice and jewelry."
밥	보석	없음	없음	없음	6	1	"보석을 빵에 넣어 먹어도 봤고, 밥에도… 올려 먹으면?"	"I've seen jewelry in bread, and I've seen it in rice... What if you put it on top of it	"밥에 보석을 올려 먹으면 무슨 맛일지 궁금해요."	"I wonder what it would taste like to put jewels on rice."	"네, 이번에는 밥 위에 보석을 올려주세요."	"Yes, this time please put the jewels on the rice."
밥	보석	없음	없음	없음	6	1	"보석 밥을 파신다고요? 보석 캔디는 들어봤는데.."	"Are you selling jeweled rice? I've heard of jewelry candy.."	"어릴적 추억을 비슷하게라도 느끼고 싶어요."	"I want to feel similar childhood memories."	"네, 맞아요. 보석을 넣은 덮밥를 먹는다면, 그 추억을 느낄 수 있지 않을까요?"	"Yes, that's right. If you eat rice topped with jewels, won't you feel the memory?"
밥	털 뭉치	없음	없음	없음	6	1	"저는 낱개로 여러 개의 털이 많이 달린 생물이 좋아요."	"I like creatures with a lot of hair individually."	"저는 낱개로 여러 개의 털이 많이 달린 생물이 좋아요."	"I like creatures with a lot of hair individually."	"저는 밥처럼 여러 알갱이로 흩어지며, 털이 많이 달린 생물이 좋아요."	"I like creatures that are scattered into many grains like rice, and with a lot of hair."
밥	털 뭉치	없음	없음	없음	6	1	"낱개로 여러 개인 털이 뭉치면 긴 털 뭉치"	"If you have a lot of hair as a single dog, you'll get a lot of hair"	"낱개로 여러 개인 털이 뭉치면 밥처럼 보이죠."	"When several individual hairs are lumped together as a single dog, it looks like rice."	"네, 그렇게 해주세요. 밥처럼 여러 알갱이가 뭉친 털 뭉치처럼요."	"Yes, please do. Like a ball of hair with several grains of rice."
밥	털 뭉치	없음	없음	없음	6	1	"어제 티비에서 봤던 복슬복슬한 덮밥..."	"The fluffy rice bowl I saw on TV yesterday..."	"티비로 봤는데 아직도 생생해요. 복슬복슬한게 엄청 부드러워 보였어요."	"I watched it on TV and it's still vivid. The fluffy one looked so soft."	"하지만 저희는 그것을 '모피 덮밥'이라고 부르기로 했어요."	"But we decided to call it 'fur-covered rice.'"
밥	털 뭉치	없음	없음	없음	6	1	"저기 저 낱개에 여러개로 달려있는 털이 맛있을 것 같아요."	"I think that hair on each of those individuals will be delicious."	"저기 저 싱싱해 보이는 낱개로 여러 개 된 털이 맛있을 것 같아요."	"Excuse me, those individual hairs that look fresh will be delicious."	"저기 저 털 덮밥이 맛있을 것 같아요."	"I think long and thin pasta like that noodle over there will be delicious."
밥	털 뭉치	없음	없음	없음	6	1	"그냥 털 덮밥 하나 주세요."	"Just a bowl of rice with fur."	"네, 털 덮밥 하나 맞아요."	"Yes, one bowl of rice with fur is correct"	"네, 그거요. 털 덮밥 하나 맞아요.	"Yes, that one. One bowl of rice with fur is right."
밥	눈알	없음	없음	없음	6	1	"저기 저 옆 행성 덮밥집 사장님 너무 멋있지 않아요? 눈이 멋있는 것 같아요."	"Isn't the owner of the restaurant next door so cool? I think your eyes are nice."	"덮밥 집 사장님의 눈은 다시 봐도 멋있는 것 같아요."	"I think the owner's eyes are cool even if he looks at them again."	"멋있긴 하죠. 하지만 덮밥과 같이 먹으면 별미죠..."	"It's cool. But it's a delicacy if you eat it with rice topped with rice..."
밥	눈알	없음	없음	없음	6	1	"눈알 먹어보셨나요? 저는 낱개로 여러 개의 눈이 맛있더라구요."	"Have you tried eyeballs? I liked several eyes individually."	"낱개로 여러 개의 눈알 먹어보셨나요? 이게 또 별미예요."	"Have you eaten several eyeballs with a single dog? This is also a delicacy."	"네, 맞아요. 밥 그리고 눈알"	"Yes, that's right. "Rice and eyeballs"
밥	눈알	없음	없음	없음	6	1	"저기 저 눈알이 맛있을 것 같은데, 눈알 덮밥 하나 주세요."	"That eyeball looks delicious, please give me a bowl of rice with eyeball."	"먹어보시는 것을 추천할게요. 그러니까 눈알 덮밥 하나 주세요."	"I recommend you try it. So please give me a bowl of rice with eyeball."	"네, 눈알과 덮밥 이렇게 주세요."	"Yes, I'd like an eyeball and a bowl of rice."
밥	눈알	없음	없음	없음	6	1	"ㄴㅇ ㅂ ㅎㄴㅇ"	"E.R.O"	"ㄴㅇ 밥 하나요."	"E.Rice.One"	"눈알 밥 하나요."	"Eyeballs.Rice.One"
밥	눈알	없음	없음	없음	6	1	"저희 아이가 먹을 밥 하나 주세요."	"Give my child a meal to eat."	"사람의 눈을 영어로 하면 뭘까요?"	"What should I do in English?"	"그러니까 아이가 먹을 덮밥 하나 주세요."	"So please give me a bowl of rice for the child to eat."
밥	비스무트	없음	없음	없음	6	1	"위장 장애를 치료할 수 있는 덮밥 주세요."	"Please give me a bowl of rice that can cure gastrointestinal disorders."	"한국어로 '창연'이라 부르기도 하는데 먹으면 위장장애를 치료할 수 있데요."	"It is sometimes called 'Changyeon' in Korean, but eating it can cure gastrointestinal disorders."	"네, 맞아요. 외계에서 온 광물이라 불리는 비스무트를 밥에 넣어 주세요."	"Yes, that's right. Put a bismuth called a mineral from outer space into the rice."
밥	비스무트	없음	없음	없음	6	1	"녹은 덮밥 주세요."	"Please give me melted rice."	"녹는점이 271.4 °C인 덮밥 주세요."	"I'd like a bowl of rice with a melting point of 271.4 °C."	"네, 비스무트에 밥을 올려 주세요."	"Yes, please put rice on the bismuth."
밥	비스무트	없음	없음	없음	6	1	"끓는점을 1,564°C까지 올린 덮밥 하나 주세요."	"I'd like a bowl of rice with a bradioactive oiling point up to 1,564°C."	"비스무트를 1,564°C까지 올린 덮밥 하나 주세요."	"I'd like a bowl of bismuth up to 1,564°C."	"맞아요. 비스무트와 밥 이렇게 주세요."	"That's right. Bismuth and rice, please."
밥	비스무트	없음	없음	없음	6	1	"83번째 덮밥 하나 주세요."	"One 83rd bowl of rice, please."	"비스무트는 원자번호가 83번이예요."	"Bismuth has an atomic number of 83."	"비스무트를 넣은 덮밥 하나요."	"One bowl of rice with bismuth, please."
밥	비스무트	없음	없음	없음	6	1	"독성이 없는 금속 덮밥 주세요."	"I'd like a non-toxic metal bowl."	"다른말로는 '안전한 중금속'이라고 부르기도 해요."	"In other words, it's called 'safe heavy metals'."	"맞아요. 비스무트를 넣은 덮밥 하나주세요."	"That's right. I'd like a bowl of bismuth."
밥	건전지	없음	없음	없음	6	1	"저의 여러 개의 목표를 짜릿하게 해줄 음식을 만들어 주세요."	"Please make food that will thrill my multiple goals."	"저의 밥처럼 여러 알갱이인 인생을 짜릿하게 해줄 음식을 만들어 주세요."	"Please make me food that will thrill my life with many grains like my rice."	"저의 밥처럼 여러 알갱이인 인생을 건전지처럼 짜릿하게 해줄 음식을 만들어 주세요."	"Please make food that will thrill your life like a battery, which is like my rice."
밥	건전지	없음	없음	없음	6	1	"저희 집의 전선이 끊어졌는데 조그맣게 붙일 수 있는 게 없을까요..?"	"The wires in my house are broken, so is there anything I can attach to it in a small way?"	"밥처럼 작은 알갱이인 전지로 이으면 좋을 것 같긴 한데..."	"I think it'd be good to connect a battery with small grains like rice..."	"그럼 좋죠, 건전지와 밥 주세요."	"That would be great, please give me batteries and rice."
밥	건전지	없음	없음	없음	6	1	"에너지를 채우고 싶다면 밥을 한 번 먹어봐"	"If you want to get energized, try eating"	"밥처럼 작은 알갱이로 에너지를 채울 수 있다면 좋을 것 같아요."	"It would be nice if I could fill up my energy with small grains like rice."	"네, 밥과 건전지요."	"Yes, rice and batteries."
밥	건전지	없음	없음	없음	6	1	"AA 덮밥 주세요"	"Give me a bowl of rice topped with AA"	"AA 전지 덮밥 주세요."	"AA, please give me a bowl of rice."	"그거 맞아요. 건전지 덮밥 주시면 돼요."	"That's right. You can give me a bowl of rice with batteries."
밥	건전지	없음	없음	없음	6	1	"건전지 덮밥... 제 눈으로 확인해 봐야겠어요."	"Braised rice with batteries... I must check with my own eyes."	"확인해 보게 건전지 덮밥 하나 주세요."	"Please give me a bowl of rice with batteries so I can check it out"	"맞아요. 건전지와 밥 주시면 돼요."	"That's right. You can give me batteries and rice."
밥	외계 식물	없음	없음	없음	6	1	"옆 행성에서 자라는 식물을 넣은 덮밥 하나 주세요."	"I'd like a bowl of rice with plants growing on the next planet."	"좋아요. 하지만 꼭 옆 행성에서 자라는 식물로 밥에 넣어 주세요."	"Okay, but make sure you put it in your rice with plants that grow on the next planet."	"네, 외계 식물을 넣은 밥 하나 주세요."	"Yes, I'd like a rice with alien plants."
밥	외계 식물	없음	없음	없음	6	1	"제가 고기를 먹지 않지만, 고기 맛 식물은 없나요? 있다면 덮밥에 넣어주세요."	"I don't eat meat, but do you have any meat-flavored plants? If there is, please put it in the rice bowl."	"있다면 밥 맛 식물로 주세요."	"If you have, please give me a rice-flavored plant."	"네, 그거 맞아요. 외계식물 그리고 밥"	"Yes, that's right. "An alien plant and rice"
밥	외계 식물	없음	없음	없음	6	1	"비건 덮밥 하나 주세요."	"I'd like a vegan bowl of rice, please"	"네, 야채 덮밥 하나 주세요."	"Yes, I'd like a bowl of vegetable rice."	"외계 식물 덮밥 하나 주세요."	"I'd like a bowl of rice topped with alien plants."
밥	외계 식물	없음	없음	없음	6	1	"덮밥 위에 풀만 올리는 건 좀 이상한가요?"	"Is it weird to just put grass on top of the rice bowl?"	"이상하면 어때요? 제 입에 들어가는건데요."	"What if it's weird? It's in my mouth."	"그러니까 외계식물을 넣은 덮밥 주세요."	"So please give me a bowl of rice with alien plants."
밥	외계 식물	없음	없음	없음	6	1	"풀을 빵에 넣어 먹어도 봤고, 밥에도… 올려 먹으면?"	"I've seen grass in bread, and I've seen it in rice... What if you put it on top of it"	"너무 궁금해요. 덮밥에 풀을 올려 먹으면 무슨 맛일지..."	"I'm so curious. I don't know how it would taste if you put glue on top of rice..."	"덮밥과 외계식물 조합을 느끼고 싶어요."	"I want to feel the combination of rice and alien plants."
빵	스티커	없음	없음	없음	6	1	"와이파이 있으신가요? 잠시 빌려써도 될까요? 스티커 빵 하나 주문할게요."	"Do you have Wi-Fi? Can I borrow it for a while? I'd like to order a sticker bread."	"스티커 빵 하나 주문할 테니, 조금이라도 안 될까요?"	"I'll order a sticker bread, so can I have a little?"	"잠시만이면 돼요! 스티커 빵 하나 주문할게요."	"That's right. You can give me batteries and rice."
빵	스티커	없음	없음	없음	6	1	"샌드위치 하나요. 접착력이 강하게요."	"One sandwich, please. It's very strong."	"얇고 접착력이 강한 샌드위치 하나요."	"A thin, sticky sandwich."	"스티커를 넣은 샌드위치 하나요."	"One sandwich with stickers, please."
빵	스티커	없음	없음	없음	6	1	"빵과 스티커가 같이 있으면 맛이 이상해요. 하지만 중독되는 맛이에요."	"It tastes weird when bread and stickers are together. But it's an addictive taste."	"중독되는 그 맛.. 스티커를 넣은 빵 이상하죠."	"The taste that makes you addicted... Bread with stickers is weird."	"스티커를 넣은 빵은 저의 최애 음식입니다."	"Bread with stickers is my favorite food."
